MTF50 (LW/PH) Wtd mean,    120.9,    394.4,    125.4,    211.7,    257.5,    136.2,    454.4,   1169.1,    267.9,    654.5,    134.7,    439.3,    136.3,    448.8,   1344.3,   1590.4
R1090 (/PH) Wtd mean,    133.0,    417.7,    232.9,    324.5,    462.8,    145.7,    507.4,   1019.7,    461.5,   1219.6,    126.7,    473.2,    131.6,    502.4,   1521.8,   1552.4
Peak MTF Wtd mean,   1.007,   1.000,   1.887,   1.821,   2.165,   1.000,   1.109,   1.000,   1.698,   1.008,   1.000,   1.000,   1.000,   1.000,   1.005,   1.001
MTF50P (Cy/Pxl) Wtd mean,  0.4486,  0.0491,  0.5316,  0.3493,  0.3052,  0.0169,  0.5059,  0.1454,  0.4764,  0.0811,  0.0167,  0.0546,  0.0169,  0.0558,  0.1664,  0.1974
MTF50P (LW/PH) Wtd mean,   3607.1,    394.4,   4273.9,   2808.6,   2454.2,    136.2,   4067.1,   1169.1,   3830.4,    651.7,    134.7,    439.3,    136.3,    448.8,   1338.1,   1586.9
MTF20 (Cy/Pxl) Wtd mean,  0.0234,  0.0836,  0.0233,  0.0502,  0.3169,  0.0244,  0.0809,  0.1606,  0.0719,  0.1980,  0.0247,  0.0872,  0.0247,  0.0828,  0.3189,  0.3011
MTF20 (LW/PH) Wtd mean,    188.1,    672.5,    187.2,    403.4,   2547.7,    196.4,    650.5,   1291.2,    578.4,   1592.3,    198.3,    700.7,    198.3,    665.3,   2563.8,   2421.0
LSF PW50 (pxl) Wtd mean,  0.2248,  0.2874,  0.2834,  0.3102,  0.2428,  0.2143,  0.3827,  0.3997,  0.2426,  0.3886,  0.2916,  0.5611,  0.3242,  0.6317,  2.1190,  2.0159
CA (area %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Wtd mean,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Wtd mean,  0.1707,  0.1774,  0.2027,  0.2190,  0.1960,  0.1900,  0.2119,  0.2256,  0.1981,  0.1906,  0.0531,  0.0756,  0.0450,  0.0844,  0.1983,  0.2045
s1-MTF50. Wtd mean,     0.01503,     0.04905,     0.01560,     0.02633,     0.03202,     0.01694,     0.05652,     0.14541,     0.03333,     0.08141,     0.01675,     0.05464,     0.01695,     0.05582,     0.16720,     0.19782
Shannon capacity Wtd mean,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Wtd mean,  0.06,  0.07,  0.06,  0.05,  0.05,  0.06,  0.11,  0.11,  0.04,  0.09,  0.08,  0.23,  0.08,  0.24,  0.73,  0.75
Info Capacity C_max Wtd mean,  1.96,  1.97,  2.00,  2.01,  2.38,  1.98,  2.20,  2.17,  1.95,  1.90,  4.65,  2.18,  1.91,  2.64,  3.65,  3.90
SNRi 2x8 pixels Wtd mean,  3.18,  8.01,  3.14,  3.26,  2.20,  6.06,  4.38,  6.28,  3.21,  4.96,  7.06, 10.05,  5.08, 10.24, 19.27, 19.33
Edge location sigma 2x8 Wtd mean,  2.39,  1.85,  3.57,  3.40,  3.40,  2.39,  2.31,  4.54,  3.54,  7.08,  1.90,  6.30,  2.65,  4.48,  2.01,  1.94
