Info Capacity C_max Min Cor,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
SNRi 2x8 pixels Min Cor,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Edge location sigma 2x8 Min Cor,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00

MTF50 (Cy/Pxl) Wtd mean,  0.0082,  0.0809,  0.0133,  0.0085,  0.0515,  0.0142,  0.0086,  0.0265,  0.0159,  0.0076,  0.0489,  0.0077,  0.0057,  0.0058,  0.0056,  0.0044,  0.0165
R1090 (pxl) Wtd mean, 55.6252,  7.3561, 29.8493, 41.2392,  6.7730, 27.2718, 43.8078, 12.7777, 15.5539, 55.5193,  7.2425, 278.9683, -22.0377, 281.4459, 133.6902, 177.8936, 36.8819
CA (pxl) Wtd mean,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000
MTF50 (LW/PH) Wtd mean,     66.2,    650.1,    106.6,     68.3,    413.9,    113.9,     69.0,    213.2,    127.7,     60.9,    393.1,     62.2,     46.1,     46.7,     44.9,     35.4,    132.9
R1090 (/PH) Wtd mean,     72.3,    546.5,    134.7,     97.5,    593.5,    147.4,     91.8,    314.6,    258.5,     72.4,    555.1,     14.4,   -182.4,     14.3,     30.1,     22.6,    109.0
Peak MTF Wtd mean,   1.208,   1.130,   1.000,   1.190,   1.000,   2.382,   3.302,   2.722,   1.921,   2.966,   1.871,   5.762,   1.625,   2.665,   2.731,   3.661,   6.213
MTF50P (Cy/Pxl) Wtd mean,  0.4612,  0.3676,  0.0133,  0.4436,  0.0515,  0.5130,  0.4955,  0.2904,  0.3407,  0.3519,  0.3561,  0.4090,  0.4862,  0.4850,  0.3629,  0.3185,  0.5036
MTF50P (LW/PH) Wtd mean,   3708.1,   2955.4,    106.6,   3566.7,    413.9,   4124.5,   3984.1,   2334.8,   2739.0,   2829.6,   2862.7,   3288.5,   3909.1,   3899.7,   2917.3,   2561.1,   4048.6
MTF20 (Cy/Pxl) Wtd mean,  0.0124,  0.1285,  0.0206,  0.0125,  0.1028,  0.0190,  0.0122,  0.0320,  0.0256,  0.0118,  0.1062,  0.0176,  0.0385,  0.0181,  0.0347,  0.0424,  0.0194
MTF20 (LW/PH) Wtd mean,     99.9,   1033.2,    165.3,    100.3,    826.3,    152.4,     98.2,    257.4,    205.8,     95.2,    854.2,    141.8,    309.4,    145.8,    279.0,    341.2,    156.2
LSF PW50 (pxl) Wtd mean,  0.3650,  0.6425,  0.2895,  0.2772,  0.3223,  0.3617,  0.2761,  0.3249,  0.2776,  0.3594,  0.2617,  0.2795,  0.3832,  0.3265,  0.4233,  0.3706,  0.2460
CA (area %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Wtd mean,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Wtd mean,  0.1412,  0.2015,  0.1556,  0.1486,  0.2143,  0.1519,  0.1245,  0.1556,  0.1741,  0.1418,  0.1946,  0.1636,  0.1661,  0.1738,  0.1450,  0.1664,  0.1742
s1-MTF50. Wtd mean,     0.00824,     0.08085,     0.01326,     0.00849,     0.05148,     0.01416,     0.00858,     0.02652,     0.01589,     0.00757,     0.04889,     0.00774,     0.00574,     0.00581,     0.00558,     0.00440,     0.01653
Shannon capacity Wtd mean,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Wtd mean,  0.07,  0.11,  0.05,  0.07,  0.10,  0.05,  0.07,  0.07,  0.05,  0.07,  0.05,  0.03,  0.00,  0.00,  0.00,  0.00,  0.09
Info Capacity C_max Wtd mean,  1.79,  2.18,  1.68,  1.87,  2.14,  1.84,  1.97,  2.19,  1.85,  2.10,  1.98,  2.47,  0.96,  1.46,  1.16,  4.08,  2.53
SNRi 2x8 pixels Wtd mean,  4.22,  5.89,  4.20,  5.03,  5.54,  3.24,  4.04,  3.05,  1.10,  4.18,  0.64,  0.08, -15.28, -8.20, -7.13, -33.09,  5.84
Edge location sigma 2x8 Wtd mean,  2.21,  2.33,  3.04,  2.15,  2.85,  2.93,  2.37,  3.40,  3.92,  2.50,  3.81,  3.84, 20.42, 10.41, 10.31, 198.40,  2.18
