CA (area %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (crossing %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (R-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
CA (B-G %) Wtd mean,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
MTF50C (Cy/Pxl) Wtd mean,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Wtd mean,  0.1677,  0.1691,  0.1618,  0.1579,  0.1708,  0.1939,  0.1587,  0.1616,  0.1740,  0.1357,  0.1519,  0.1503,  0.1457,  0.1604,  0.1835
s1-MTF50. Wtd mean,     0.01386,     0.00655,     0.01294,     0.01287,     0.00569,     0.02876,     0.01354,     0.00643,     0.01943,     0.00886,     0.00295,     0.01704,     0.00308,     0.00697,     0.00524
Shannon capacity Wtd mean,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
Info Capacity C_4 Wtd mean,  0.04,  0.04,  0.05,  0.05,  0.07,  0.04,  0.04,  0.05,  0.04,  0.08,  0.00,  0.03,  0.00,  0.04,  0.00
Info Capacity C_max Wtd mean,  1.70,  1.69,  1.42,  2.18,  2.32,  1.98,  2.16,  2.21,  2.05,  2.72,  4.26,  2.40,  0.20,  2.76,  0.63
SNRi 2x8 pixels Wtd mean,  1.86,  3.36,  5.70,  2.55,  3.88,  0.62,  0.78,  0.94,  1.32,  2.61, -34.34,  0.74, -30.30,  0.29, -22.87
Edge location sigma 2x8 Wtd mean,  3.38,  2.87,  2.49,  3.49,  2.62,  3.78,  4.21,  3.61,  4.32,  3.02, 225.05,  3.98, 133.39,  4.44, 59.58
